"rent_station_name","rent_station_no","cnt_day","cnt_per_day","return_rate","bw_rate","weekend_rate","avg_distance","avg_used_time","avg_user_age","morning_ratio","evening_ratio","peak_ratio","variance_norm","entropy"
마곡문화공원,2719,365,111.62739726027397,1.1558020812880425,0.03534262713528372,0.06413214215590025,1399.3026914392317,12.749533673669744,36.63564677590739,0.09544963675633222,0.33094443353622616,0.19104653445906145,0.0023227869962395577,2.6310104843964006
중랑구청 사거리,1431,365,33.04383561643836,0.779454439930354,0.03059447806981179,0.12552856313738495,2060.034998756321,17.508913025453943,32.08221037324285,0.06317884089213166,0.24906724152226184,0.09543155625570018,0.000621229445103,2.990097443072071
마천동 성내천 쉼터,2642,363,28.429752066115704,1.0171511627906977,0.03013565891472868,0.12112403100775193,3408.297282945736,24.96375968992248,40.46567097637093,0.22616279069767442,0.13498062015503876,0.12810077519379845,0.0005433609946818,3.0427719076284045
길음래미안아파트817동 상가 앞,1347,359,8.682451253481894,0.9939043952518447,0.031119666345845363,0.11934552454282965,1995.535765158807,16.42316329804299,40.04121797252135,0.22649983958934872,0.15623997433429582,0.1042669233237087,0.0005933642697222,3.009292497428755
보라매공원역 2번출구,4181,365,38.605479452054794,1.0007096728408205,0.030586899439358457,0.13057980271095027,2182.7258874458867,23.395784543325526,38.44151565074135,0.15399900645802284,0.23248882265275708,0.09268327301114186,0.0007929852025599,2.8968932971517423
마곡13단지힐스테이트마스터 후문(1320동 앞),5070,365,106.84109589041095,1.001769366874375,0.05200400030771598,0.11116239710746981,1297.2536028412446,12.41477549555094,37.68396988447587,0.37374669846398445,0.12511218811703465,0.1830397210041798,0.0016365775611188503,2.7783366346412097
신대방삼거리역 6번출구쪽,2015,365,50.397260273972606,1.0136993748301169,0.0353900516444686,0.12894808371840175,2656.244064691496,23.218537646099485,38.69156214367161,0.20842620277249252,0.18896439249796138,0.09241641750475672,0.0003485653717061,3.081422940526424
양재역 8번출구 앞,2537,365,38.37534246575343,0.7588348682801457,0.028414364246448203,0.10323409723709574,2113.4678567858937,18.450274862568715,38.82838965545732,0.14971085885628616,0.3092025415863497,0.14328550010708932,0.0011410660519553415,2.8558958196359945
동원베네스트 건너편,4617,346,5.187861271676301,1.0256267409470752,0.0467966573816156,0.12367688022284122,2294.307164345404,20.38941504178273,43.14321926489227,0.21949860724233983,0.15431754874651812,0.08635097493036212,0.0007566406004161,2.9312434452579237
LIGA 아파트 앞,1011,365,109.25205479452055,0.993831030418537,0.035684730546430274,0.11427639992978408,1930.821926925296,19.535045264187374,35.136685634653354,0.2018707525641347,0.20558216515786043,0.11460240238734107,0.0005898156946108,3.0062970879924764
이튼타워리버 2차,3865,365,51.33698630136986,0.9994663251147401,0.03837122425018678,0.1314974917280393,1716.2468966805425,18.514195751947913,35.508481948673335,0.16218379763048352,0.18865407193937453,0.08218593233002455,0.0003830437984265,3.04674781580817
서초구립반포도서관 앞,2211,364,37.370879120879124,0.9974270381533485,0.029993383812394324,0.13342645004778358,1892.7959714768785,18.38175402484746,38.63464190493702,0.10615305447327797,0.24104976843343381,0.1269572888333456,0.0009139710027627,2.9035999882140353
도림신협 앞,254,365,49.90958904109589,1.053960586265576,0.044134599549871,0.11544162046440139,1960.7990190481416,19.26063566997859,38.35573223903565,0.2195751221386617,0.15441620464401384,0.10309051984410167,0.0005323500619783,3.010155182411447
발산역 6번 출구 뒤,1124,365,186.93150684931507,1.0055107723875127,0.035834676828374615,0.12422687967169867,1527.1386332991344,15.392290781181298,35.40966053434724,0.1253554155063755,0.2712736332991353,0.11002491572622014,0.0008974649431384,2.8942876961639707
창신역2번 출구,3418,344,4.712209302325581,0.6730413325107958,0.04256631708821715,0.11782850092535473,1927.5420727945714,16.412708204811846,44.16414970453053,0.23195558297347318,0.12399753238741518,0.107958050586058,0.0004122512412803,3.0658599951742445
광진광장,3581,365,68.24383561643836,0.8307840539564013,0.03380304307679955,0.09574852462965193,1489.3778252840327,14.35360712995303,33.01428571428571,0.22092416395680275,0.23778553936328237,0.11558071379822554,0.0008955221106558,2.9174066581156346
경희궁 자이 2단지,395,364,26.84065934065934,1.0028659160696007,0.03183213920163767,0.10747185261003071,2118.9274595701118,18.8546571136131,40.566479820627805,0.3601842374616172,0.15568065506653017,0.20122824974411463,0.0015651208752053513,2.8424558207782535
종로2가 사거리,3432,360,37.57222222222222,0.8976785450243975,0.032751737394647346,0.10572231258317315,2094.23294395978,22.13307703681798,40.085168366035475,0.10941889693922816,0.22379121691557002,0.09840307555818424,0.0006099965056294,2.984176541376099
